copy1	copy2	ID.1	ID.2	TEconsensus.1	TEconsensus.2	species.1	species.2	superfamily	mrca	divTime	pID	length	qStart	qEnd	sStart	sEnd	ka	ks	length.aa	community	hitGroup	independent	subClass	newName
GCA_907164885.1-OU015494.1-195780124-195781923-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	89270	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.452	1817	3	1795	3	1793	0.0690865836199005	0.111696859825314	276	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-11788016-11789883-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	106096	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.448	1920	3	1867	1896	1	0.0870120880299166	0.0929147111983325	591	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-94164317-94166218-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032245.1-338946806-338948632-C-GCA_006491805.2:rnd-4_family-1071	84378	1441406	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.399	1857	2	1823	1826	1	0.0908423807514215	0.135987623763696	1149	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015503.1-107629040-107630963-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	391466	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.397	1944	3	1923	1900	2	0.0774645671100588	0.150560662734353	840	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-163936327-163938211-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	86240	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.383	1926	1	1882	1	1896	0.0960299898460533	0.120783859833108	525	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015496.1-70555801-70557706-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	117168	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.305	1922	25	1903	1	1896	0.0949261219824716	0.0825907823866817	636	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-26500208-26501857-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	161992	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.295	1645	15	1645	308	1898	0.0868429907328094	0.106334342809659	822	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-195780124-195781923-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	89270	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.177	1817	3	1799	4	1797	0.0858423575176077	0.143459345177976	789	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-125623281-125624768-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032245.1-338946806-338948632-C-GCA_006491805.2:rnd-4_family-1071	116960	1441406	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.169	1512	1	1481	1826	333	0.081651056954591	0.127628235831533	882	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015491.1-156784753-156786633-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	95264	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.162	1924	3	1880	1896	1	0.109714745771745	0.123469832598356	816	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-66762084-66763971-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	91587	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.065	1925	1	1885	1	1896	0.0947524488185427	0.12472385066163	690	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-11788016-11789883-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	106096	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	87.011	1917	3	1867	1900	2	0.101169076088329	0.108302280590521	1041	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-7229990-7231661-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	400821	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.895	1694	10	1671	1677	2	0.0903731959108227	0.136967996016003	990	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015495.1-151331377-151333274-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	83396	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.857	1925	1	1895	1	1896	0.107443399170023	0.150491022028871	519	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015495.1-205633789-205635679-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	91373	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.767	1927	10	1888	1	1896	0.1137036583295	0.12993913530144	441	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015491.1-156784753-156786633-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	95264	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.712	1919	3	1880	1900	2	0.0991440114009502	0.124233043819234	861	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-71538090-71539952-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032245.1-338946806-338948632-C-GCA_006491805.2:rnd-4_family-1071	108923	1441406	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.688	1848	1	1784	1826	1	0.0939847125177225	0.111486802341168	831	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-163936327-163938211-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	86240	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.635	1923	1	1882	2	1900	0.0976493777797691	0.123226094805278	1074	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015495.1-205633789-205635679-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	91373	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.583	1908	20	1888	18	1900	0.10048404601641	0.170138813387275	876	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-125623281-125624768-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	116960	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.549	1524	1	1487	1	1501	0.0987195544509705	0.15076920647477	636	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-71538090-71539952-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032245.1-379915497-379917429-+-GCA_006491805.2:rnd-4_family-1071	108923	1439435	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.535	1931	1	1857	26	1932	0.0783305277275752	0.091265068720284	669	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015496.1-70555801-70557706-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	117168	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.524	1922	24	1903	1	1900	0.108594453625377	0.100221592405489	840	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015495.1-151331377-151333274-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	83396	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.427	1923	1	1895	2	1900	0.110472908913477	0.154563641956756	1017	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-94164317-94166218-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	84378	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.364	1936	2	1899	1	1896	0.0838634704987313	0.16532460097528	474	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015501.1-136549884-136551800-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	397275	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.31	1943	3	1916	1896	2	0.111488523488708	0.114633879323446	492	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015503.1-125707334-125709216-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	91267	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.171	1938	2	1882	1900	2	0.0834937196699148	0.130456462579639	792	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015501.1-136549884-136551800-C-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	397275	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	86.024	1939	3	1916	1900	3	0.103260733715969	0.151081254175132	828	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-94164317-94166218-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	84378	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.899	1936	1	1899	1	1900	0.106490546157227	0.144581088019716	984	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-71538090-71539952-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032234.1-334013835-334015731-+-GCA_006491805.2:rnd-4_family-1071	108923	1439828	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.87	1932	1	1860	1	1896	0.0958091258897621	0.147512043426095	234	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-125623281-125624768-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	116960	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.827	1517	1	1487	2	1498	0.115311884874773	0.130420381973963	585	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-66762084-66763971-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	91587	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.818	1932	1	1885	2	1900	0.101445504694451	0.120048940558895	936	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015500.1-71538090-71539952-+-GCA_006491805.2:rnd-4_family-1071	GCA_018994145.1-CM032237.1-236121221-236123121-+-GCA_006491805.2:rnd-4_family-1071	108923	1439183	GCA_006491805.2:rnd-4_family-1071	GCA_006491805.2:rnd-4_family-1071	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.667	1937	1	1860	2	1900	0.11833896945015	0.0953772053742082	567	24	23	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-200108449-200108805-C-GCA_023014485.1:rnd-1_family-333	GCA_018994145.1-CM032234.1-402215192-402217037-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	833270	1090645	GCA_023014485.1:rnd-1_family-333	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.852	311	42	351	1233	924	0.157214378553625	0.21522219349165	198	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-451891698-451892381-+-GCA_018994145.1:rnd-6_family-195	72933	1955369	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	85.065	308	1667	1974	352	47	0.116536664908913	0.294471460505225	237	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-366741661-366742197-+-GCA_018994145.1:rnd-6_family-195	72933	1956813	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.641	306	1667	1972	339	35	0.13949668757278	0.328483838040047	255	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032245.1-304484673-304485403-C-GCA_018994145.1:rnd-6_family-195	72933	1955394	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	84.416	308	1667	1974	391	697	0.149701548041315	0.313548708577502	258	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032240.1-36919264-36919975-C-GCA_018994145.1:rnd-6_family-195	72933	1955464	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.871	310	1667	1974	378	683	0.112555200712573	0.44785464347254	192	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032245.1-419888936-419889722-C-GCA_018994145.1:rnd-6_family-195	72933	1955433	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.766	308	1667	1974	402	708	0.152216637681964	0.343266489757959	255	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-84809668-84810991-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-191450209-191451340-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	141884	1095929	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.654	416	917	1323	1131	720	0.135633615732841	0.200518353487384	120	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015501.1-23577516-23578052-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032239.1-109453379-109454077-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	581937	1330729	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.523	528	6	526	562	36	0.146653502091752	0.26720357163135	432	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-91023514-91024751-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032239.1-109453379-109454077-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	316255	1330729	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.492	315	1	315	314	1	0.15174106394984	0.248342402933273	249	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015501.1-23577516-23578052-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-444398978-444401226-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	581937	1182563	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.333	534	2	526	1341	813	0.143047201112408	0.293091752515063	390	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032242.1-69722767-69723510-+-GCA_018994145.1:rnd-6_family-195	72933	1962509	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	83.333	306	1667	1972	368	64	0.173684702439567	0.290868532147429	255	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-200108449-200108805-C-GCA_023014485.1:rnd-1_family-333	GCA_018994145.1-CM032235.1-154393029-154393959-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	833270	1336123	GCA_023014485.1:rnd-1_family-333	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.595	316	42	356	373	58	0.184181064365113	0.159876583230944	222	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-290647088-290648301-C-GCA_018994145.1:rnd-6_family-195	72933	1955504	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.581	310	1667	1976	390	698	0.171385967242942	0.363269031009856	258	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015494.1-200108449-200108805-C-GCA_023014485.1:rnd-1_family-333	GCA_018994145.1-CM032234.1-191450209-191451340-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	833270	1095929	GCA_023014485.1:rnd-1_family-333	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.581	310	44	351	619	928	0.156750323343827	0.138939122527472	225	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015498.1-165666349-165668717-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-205841916-205842349-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	88238	1356648	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.574	373	1152	1523	6	374	0.167056616733526	0.286294186569786	357	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032241.1-92813581-92814838-C-GCA_018994145.1:rnd-6_family-195	72933	1955530	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.468	308	1667	1974	405	711	0.161615444989391	0.342934766086915	258	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015493.1-7889131-7890123-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032235.1-183032465-183033712-+-GCA_018994145.1:rnd-6_family-195	374839	1957743	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.468	308	552	858	847	541	0.16128391372499	0.479211619469222	129	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015496.1-209234387-209235503-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-262651118-262652279-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	383488	1363660	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.428	313	778	1090	1	313	0.17923604708049	0.298445210978569	309	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015490.1-224616304-224618704-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-192315989-192316409-C-GCA_018994145.1:rnd-6_family-195	72933	1956698	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.41	307	1667	1973	31	336	0.177494201809412	0.330563144195832	255	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015498.1-165666349-165668717-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032234.1-451891698-451892381-+-GCA_018994145.1:rnd-6_family-195	88238	1955369	Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1:rnd-6_family-195	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.41	307	367	672	47	352	0.13089749460968	0.371172412109061	240	25	24	FALSE	DNA	CMC-Chapaev-3
GCA_907164885.1-OU015498.1-165666349-165668717-+-Chapaev3-2_AC_EnSpm/CACTA_Anolis	GCA_018994145.1-CM032240.1-163244215-163244905-C-Chapaev3-2_AC_EnSpm/CACTA_Anolis	88238	1955430	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Chapaev3-2_AC_EnSpm/CACTA_Anolis	Dolomedes_plantarius	Leptobrachium_ailaonicum	DNA/CMC-Chapaev-3	248	1359.616	82.41	307	367	672	307	1	0.151441510172398	0.414201861909044	303	25	24	FALSE	DNA	CMC-Chapaev-3
